name,year_of_release,genre,publisher,global_sales,console,developer
Test Drive Off-Road Wide Open,2001,Racing,Infogrames,0.18,XB,Rockstar San Diego
Jeopardy!,2010,Other,THQ,0.18,DS,Unknown
Pro Yaky? Spirits 2011,2011,Sports,Konami Digital Entertainment,0.18,PS3,Unknown
Doctor Who: Return to Earth,2010,Action-Adventure,Asylum Entertainment,0.18,Wii,Unknown
Battle Commander: Hachibushu Shura no Heihou,1991,Strategy,Banpresto,0.18,SNES,Unknown
WWE All Stars,2011,Fighting,THQ,0.18,PSP,THQ
Jampack Vol. 1,1996,Other,Sony Computer Entertainment,0.18,PS,Unknown
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.18,XB,Blitz Games
Valhalla Knights 3,2013,Role-Playing,Xseed Games,0.18,PSV,K2
Mega Man X: Command Mission,2004,Role-Playing,Capcom,0.18,PS2,"Valuewave Co.,Ltd."
Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,0.18,PS2,Genki
Moon,1997,Action-Adventure,ASCII Entertainment,0.18,PS,Unknown
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Action-Adventure,Disney Interactive Studios,0.18,DS,Amaze Entertainment
Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,0.18,XB,FUN Labs
Re-Volt,1999,Racing,Acclaim Entertainment,0.18,N64,Unknown
Sesame Street: Elmo's Letter Adventure,1999,Other,NewKidCo,0.18,N64,Unknown
Senran Kagura: Estival Versus,2015,Action-Adventure,Marvelous Interactive,0.18,PSV,Marvelous Inc.
Might & Magic: Clash of Heroes,2009,Role-Playing,Ubisoft,0.18,DS,Unknown
GRID Autosport,2014,Racing,Codemasters,0.18,PS3,Codemasters
Gokujou Parodius,1994,Shooter,Konami Digital Entertainment,0.18,SNES,Unknown
Half-Minute Hero,2009,Role-Playing,Rising Star Games,0.18,PSP,Opus
Gauntlet: Dark Legacy,2002,Action-Adventure,Midway Games,0.18,GC,Midway
A.C.E.: Another Century's Episode 2,2006,Simulation,Banpresto,0.18,PS2,Unknown
The Chronicles of Narnia: Prince Caspian,2008,Action-Adventure,Disney Interactive Studios,0.18,X360,Traveller's Tales
Company of Heroes: Anthology,2009,Strategy,THQ,0.18,PC,Unknown
Shadow The Hedgehog,2005,Platform,Sega,0.18,XB,Sega
Daigasso! Band Brothers P,2013,Other,Nintendo,0.18,3DS,Unknown
Batman: Vengeance,2001,Action-Adventure,Ubisoft,0.18,GBA,Ubisoft Montreal
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,2000,Sports,Sega,0.18,DC,Unknown
The Adventures of Cookie & Cream,2000,Puzzle,Empire Interactive,0.18,PS2,Unknown
World of Outlaws: Sprint Cars,2010,Racing,THQ,0.18,X360,Big Ant Studios
Van Helsing,2007,Action-Adventure,Activision,0.18,XB,Saffire
Grand Slam Tennis 2,2012,Sports,Electronic Arts,0.18,X360,EA Sports
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,0.18,X360,Papaya Studios
Pure Futbol,2010,Sports,Ubisoft,0.18,X360,Ubisoft Vancouver
Spider-Man: Friend or Foe,2007,Action-Adventure,Activision,0.18,PSP,Artificial Mind and Movement
Sing4: The Hits Edition,2011,Other,Crave Entertainment,0.18,Wii,Crave
Gun,2005,Shooter,Activision,0.18,GC,Neversoft Entertainment
SoulCalibur Legends,2007,Action-Adventure,Namco Bandai Games,0.18,Wii,Namco Bandai Games
Rio,2011,Other,THQ,0.18,Wii,Eurocom Entertainment Software
F1 Challenge,1994,Racing,Sega,0.18,SAT,Unknown
Squeeballs Party,2009,Puzzle,Performance Designed Products,0.18,Wii,Performance Designed Products
Metal Gear Ac!d 2,2005,Strategy,Konami Digital Entertainment,0.18,PSP,Unknown
Shadow Madness,1999,Action-Adventure,Crave Entertainment,0.18,PS,Unknown
Aliens: Colonial Marines,2013,Shooter,Sega,0.18,PC,Gearbox Software
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,0.18,GBA,Backbone Emeryville
The Game of Life / Yahtzee / Payday,2005,Other,Zoo Digital Publishing,0.18,GBA,Unknown
FIFA Soccer 11,2010,Sports,Electronic Arts,0.18,PC,EA Sports
American Chopper 2: Full Throttle,2005,Racing,Zoo Digital Publishing,0.18,PS2,Creat Studios
Borderlands,2009,Shooter,Take-Two Interactive,0.18,PC,Gearbox Software
de Blob 2,2011,Platform,THQ,0.18,Wii,Blue Tongue Entertainment
Silent Hill 4: The Room,2004,Action-Adventure,Konami Digital Entertainment,0.18,XB,KCET
Commandos 2: Men of Courage,2002,Strategy,Eidos Interactive,0.18,PS2,Pyro Studios
Remember Me,2013,Action-Adventure,Capcom,0.18,X360,DONTNOD Entertainment
Brink,2011,Shooter,Bethesda Softworks,0.18,PC,Splash Damage
FIFA Soccer 2002,2001,Sports,Electronic Arts,0.18,GC,EA Sports
Pro Evolution Soccer 2013,2012,Sports,Konami Digital Entertainment,0.18,3DS,Unknown
Atari Anniversary Edition Redux,2000,Other,Infogrames,0.18,PS,Digital Eclipse
Lips: Party Classics,2010,Other,Microsoft Game Studios,0.18,X360,iNiS
Toukiden: The Age of Demons,2013,Action-Adventure,Tecmo Koei,0.18,PSP,Unknown
Fireblade,2002,Action-Adventure,Midway Games,0.18,PS2,Unknown
Disney's Tarzan Untamed,2001,Platform,Ubisoft,0.18,GC,Ubisoft Montreal
Brunswick Circuit Pro Bowling,1998,Sports,THQ,0.18,PS,Unknown
Marvel Super Hero Squad: Comic Combat,2011,Action-Adventure,THQ,0.18,Wii,THQ
Trinity Universe,2009,Role-Playing,Nippon Ichi Software,0.18,PS3,"Gust, Idea Factory"
Pirates: Hunt For Blackbeard's Booty,2008,Action-Adventure,Activision,0.18,Wii,Activision
Cabela's Dangerous Hunts 2009,2008,Sports,Activision Value,0.18,PS2,FUN Labs
Ball Breakers,2000,Action-Adventure,Take-Two Interactive,0.18,PS,Lost Toys
Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005,Action-Adventure,Namco Bandai Games,0.18,PS2,Unknown
Splatterhouse,2010,Action-Adventure,Namco Bandai Games,0.18,X360,"Namco Bandai Games America, Namco Bandai Games"
EyeToy: Groove,2003,Other,Sony Computer Entertainment,0.18,PS2,SCEE
You Don't Know Jack,2011,Other,THQ,0.18,PS3,"Jellyvision, Iron Galaxy Studios"
Chuck E. Cheese's Party Games,2010,Other,UFO Interactive,0.18,DS,UFO Interactive
Twisted Metal: Small Brawl,Unknown,Action-Adventure,Unknown,0.18,PS,Incognito Inc.
Otomedius Excellent,Unknown,Shooter,Unknown,0.18,X360,Konami
Charlie and the Chocolate Factory,2005,Action-Adventure,Global Star,0.18,GC,"High Voltage Software, Backbone Entertainment"
Armored Core: Last Raven,2005,Simulation,505 Games,0.18,PS2,From Software
Burnout Legends,2005,Racing,Electronic Arts,0.18,DS,Visual Impact
Tomb Raider: Underworld,2009,Action-Adventure,Eidos Interactive,0.18,PS2,Crystal Dynamics
College Hoops 2K7,2007,Sports,Take-Two Interactive,0.18,PS3,2K Sports
Hello Kitty: Birthday Adventures,2010,Action-Adventure,Namco Bandai Games,0.18,DS,OneNine Studios
All Grown Up! Express Yourself,2004,Other,THQ,0.18,GBA,Unknown
Escape The Museum,2010,Action-Adventure,Astragon,0.18,DS,Gogii Games
K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment,0.18,PS2,Konami
Kidou Senshi Gundam: Senjou no Kizuna Portable,2009,Strategy,Namco Bandai Games,0.18,PSP,Unknown
Super Robot Taisen A Portable,2008,Strategy,Namco Bandai Games,0.18,PSP,Unknown
Juiced,2005,Racing,THQ,0.18,XB,Juice Games
Naruto Shippuden: Dragon Blade Chronicles,2009,Action-Adventure,505 Games,0.18,Wii,"Eighting, Takara Tomy"
Looney Tunes: Back in Action,2003,Platform,Electronic Arts,0.18,GBA,Warthog
Shaun White Skateboarding,2010,Sports,Ubisoft,0.18,Wii,Ubisoft Montreal
DiRT Showdown,2012,Racing,Codemasters,0.18,PS3,Codemasters
Virtua Tennis,2002,Sports,Atari,0.18,GBA,Altron
Cabela's Big Game Hunter: Hunting Party,2011,Sports,Activision,0.18,X360,Unknown
Tales of the Tempest,2006,Role-Playing,Namco Bandai Games,0.18,DS,Unknown
SimCity Creator (JP sales),2008,Simulation,Electronic Arts,0.18,DS,Unknown
Biohazard: Revival Selection,2011,Action-Adventure,Capcom,0.18,PS3,Unknown
Sonic Riders: Zero Gravity,2008,Racing,Sega,0.18,PS2,Sonic Team
UFC: Sudden Impact,2004,Fighting,Global Star,0.18,PS2,Opus
NBA Hoopz,2001,Sports,Midway Games,0.18,PS2,Eurocom Entertainment Software
ESPN X Games Skateboarding,2001,Sports,Konami Digital Entertainment,0.18,GBA,Konami Computer Entertainment Hawaii
Nancy Drew: The Hidden Staircase,2008,Action-Adventure,THQ,0.18,DS,Gorilla Systems
Speedball 2100,2000,Sports,Empire Interactive,0.18,PS,Bitmap Brothers
Full Auto 2: Battlelines,2006,Racing,Sega,0.18,PS3,Pseudo Interactive
College Hoops 2K8,2007,Sports,Take-Two Interactive,0.18,X360,Visual Concepts
LEGO Island 2: The Brickster's Revenge,2001,Action-Adventure,LEGO Media,0.18,PS,Unknown
How to Train Your Dragon,2010,Action-Adventure,Activision,0.18,PS3,Etranges Libellules
Backyard Basketball,2004,Sports,Atari,0.18,GBA,Mistic Software
Madden NFL 09,2008,Sports,Electronic Arts,0.18,XB,EA Tiburon
Dynasty Warriors: Gundam 3,2010,Action-Adventure,Tecmo Koei,0.18,X360,Koei Tecmo Games
Scooby-Doo! Unmasked,2005,Platform,THQ,0.18,GBA,Unknown
Summon Night 4,2006,Role-Playing,Banpresto,0.18,PS2,Unknown
NHL 2004,2003,Sports,Electronic Arts,0.18,XB,EA Black Box
Pro Yaky? Spirits 5,2008,Sports,Konami Digital Entertainment,0.18,PS2,Unknown
Namco Museum: 50th Anniversary,2005,Other,Namco Bandai Games,0.18,XB,Backbone Vancouver
Monster 4x4: Stunt Racer,2009,Racing,Ubisoft,0.18,Wii,Ubisoft
Velvet Assassin,2009,Shooter,DTP Entertainment,0.18,X360,"Replay Studios, ML Enterprises"
NFL 2K2,2002,Sports,Sega,0.18,XB,Visual Concepts
MindJack,2011,Shooter,Square Enix,0.18,PS3,FeelPlus
Marvel Super Hero Squad: Comic Combat,2011,Action-Adventure,THQ,0.18,X360,THQ
NBA Starting Five,Unknown,Sports,Unknown,0.18,PS2,Konami
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.18,DS,TOSE
Dead or Alive Paradise,2010,Other,Ubisoft Annecy,0.18,PSP,"Team Ninja, Tecmo"
Bendy and the Ink Machine,2018,Puzzle,Rooster Teeth Games,0.18,PS4,TheMeatly Games
Alone In The Dark,2008,Action-Adventure,Atari,0.18,Wii,Hydravision Entertainment
The Elder Scrolls IV: Shivering Isles,2007,Role-Playing,Bethesda Softworks,0.18,X360,Bethesda Softworks
FIFA 07 Soccer,2006,Sports,EA Sports,0.18,GC,EA Canada
Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,2004,Other,Nintendo,0.18,GBA,Nintendo
Super Robot Wars UX,2013,Role-Playing,Namco Bandai Games,0.18,3DS,Banpresto
Pro Yakyuu Spirits 2011,2011,Sports,Konami,0.18,PS3,PawaPuro Production
Star Wars Battlefront II,2005,Shooter,LucasArts,0.18,PC,Pandemic Studios
Mega Man III,1992,Platform,Capcom,0.18,GB,Capcom
Escape the Museum,2010,Action-Adventure,GameMill,0.18,DS,Gogii Games
Toukiden,2013,Action-Adventure,Tecmo Koei,0.18,PSP,Omega Force
Danganronpa V3: Killing Harmony,2017,Action-Adventure,NIS America,0.18,PSV,Spike Chunsoft
Sega Genesis Classics,2018,Other,Sega,0.18,NS,Sega
Yu-Gi-Oh! Zexal Clash! Duel Carnival!,2014,Other,Konami Digital Entertainment,0.18,3DS,Konami
Pro Yakyuu Spirits 5,2008,Sports,Konami,0.18,PS2,PawaPuro Production
The Walking Dead - The Telltale Series: A New Frontier,2017,Action-Adventure,Warner Bros. Interactive Entertainment,0.17,PS4,Unknown
Resident Evil 6,2016,Shooter,Capcom,0.17,PS4,Unknown
Final Fantasy XIV: Heavensward,2015,Other,Square Enix,0.17,PS4,Unknown
Final Fantasy XIV: Stormblood,2017,Other,Square Enix,0.17,PS4,Unknown
Guilty Gear Xrd: Sign,2014,Fighting,Arc System Works,0.17,PS4,Unknown
Prototype: Biohazard Bundle,2016,Action-Adventure,Activision,0.17,PS4,Unknown
BlazBlue Central Fiction,2016,Fighting,PQube,0.17,PS4,Unknown
MXGP 3: The Official Motocross Videogame,2017,Racing,Milestone,0.17,PS4,Unknown
Project Spark (Working Title),2014,Other,Microsoft Studios,0.17,XOne,Unknown
Rush: A Disney Pixar Adventure,2017,Action-Adventure,Microsoft Studios,0.17,XOne,Unknown
Fighter Within,2013,Fighting,Ubisoft,0.17,XOne,Unknown
Murdered: Soul Suspect,2014,Action-Adventure,Square Enix,0.17,XOne,Unknown
Dark Souls II,2014,Role-Playing,Namco Bandai Games,0.17,PC,From Software
The Suffering: Ties That Bind,2005,Action-Adventure,Midway Games,0.17,PS2,Surreal Software
EyeToy: Kinetic,2005,Sports,Sony Computer Entertainment,0.17,PS2,SCEE London Studio
Transformers: Prime,2012,Action-Adventure,Activision,0.17,3DS,Unknown
Fancy Nancy: Tea Party Time!,2010,Action-Adventure,THQ,0.17,DS,Webfoot Technologies
Project Spark,2014,Other,Microsoft Game Studios,0.17,XOne,Microsoft Game Studios
Army Men: Sarge's Heroes 2,2001,Shooter,Midas Interactive Entertainment,0.17,PS2,3DO
The Wild Thornberrys: Animal Adventures,2000,Action-Adventure,Mattel Interactive,0.17,PS,Unknown
Cabela's Adventure Camp,2011,Other,Activision,0.17,Wii,Cauldron Ltd.
SEGA Bass Fishing Duel,2002,Sports,Sega,0.17,PS2,Wow Entertainment
Teen Titans,Unknown,Action-Adventure,Unknown,0.17,GBA,Artificial Mind and Movement
Sports Illustrated for Kids: Baseball,2001,Sports,BAM! Entertainment,0.17,GBA,Sennari Interactive
Mark Davis Pro Bass Challenge,2002,Sports,Natsume,0.17,PS2,Sims
Rugrats: Royal Ransom,2002,Platform,THQ,0.17,GC,Avalanche Software
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.17,DS,KCET
Warriors of Might and Magic,2001,Action-Adventure,3DO,0.17,PS2,3DO
Rapala Fishing Frenzy 2009,2008,Sports,Activision,0.17,PS3,FUN Labs
Petz: Horseshoe Ranch,2009,Action-Adventure,Ubisoft,0.17,DS,Unknown
Open Season,2006,Platform,Ubisoft,0.17,GC,Ubisoft
Ridge Racer,2011,Racing,Namco Bandai Games,0.17,PSV,"Namco Bandai Games, Cellius"
EyePet & Friends,2011,Simulation,Sony Computer Entertainment,0.17,PS3,Unknown
Street Fighter: The Movie,1995,Fighting,Acclaim Entertainment,0.17,PS,Unknown
Major League Baseball 2K9,2009,Sports,Spike,0.17,PS3,2K Sports
World Championship Poker,2004,Other,Crave Entertainment,0.17,GBA,Sensory Sweep
Global Defence Force,2005,Shooter,Essential Games,0.17,PS2,Unknown
Major League Baseball 2K6,2006,Sports,Take-Two Interactive,0.17,GC,Kush Games
WordJong Party,2008,Puzzle,Destineer,0.17,Wii,Magellan Interactive
SaGa 2: Hihou Densetsu - Goddess of Destiny,2009,Role-Playing,Square Enix,0.17,DS,Unknown
Smash Court Tennis Pro Tournament,2002,Sports,Sony Computer Entertainment,0.17,PS2,Namco
Super Robot Taisen L,2010,Strategy,Namco Bandai Games,0.17,DS,Unknown
Race Pro,2009,Racing,Atari,0.17,X360,SimBin
The Grim Adventures of Billy & Mandy,2006,Action-Adventure,Midway Games,0.17,GC,Unknown
NBA Inside Drive 2004,2003,Sports,Microsoft Game Studios,0.17,XB,High Voltage Software
The King of Fighters '97,1998,Fighting,SNK,0.17,PS,Unknown
Time Commando,1996,Action-Adventure,Adeline Software,0.17,PS,Unknown
Professional Fisherman's Tour: Northern Hemisphere,2007,Sports,505 Games,0.17,DS,Starfish
Kekkaishi: Karasumori Ayakashi Kidan,2007,Action-Adventure,Namco Bandai Games,0.17,DS,Unknown
Gretzky NHL 2005,2004,Sports,Sony Computer Entertainment,0.17,PS2,Page 44 Studios
Dungeon Siege III,2011,Role-Playing,Square Enix,0.17,PC,Obsidian Entertainment
The Hobbit,2003,Platform,Vivendi Games,0.17,GC,Inevitable Entertainment
Backyard Sports Football: Rookie Rush,2010,Sports,Atari,0.17,DS,Unknown
Skate it,2008,Sports,Electronic Arts,0.17,DS,Exient Entertainment
Cabela's Legendary Adventures,2008,Sports,Activision,0.17,Wii,FUN Labs
True Crime: New York City,2005,Action-Adventure,Activision,0.17,GC,Exakt
Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,0.17,XB,Swingin' Ape
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,2012,Action-Adventure,Namco Bandai Games,0.17,PSP,Unknown
Trauma Team,Unknown,Simulation,Unknown,0.17,Wii,Atlus
The Secret World,2012,Role-Playing,Funcom,0.17,PC,Funcom
Ice Age: Dawn of the Dinosaurs,2009,Action-Adventure,Activision,0.17,PS2,Activision
ESPN Final Round Golf 2002,2001,Sports,Konami Digital Entertainment,0.17,GBA,Konami Computer Entertainment Nagoya
Iron Chef America: Supreme Cuisine,2008,Simulation,Destineer,0.17,Wii,Black Lantern Studios
MDK2 Armageddon,2001,Shooter,Virgin Interactive,0.17,PS2,BioWare
Exhibition Volume 02,2003,Other,Microsoft Game Studios,0.17,XB,Unknown
NHL 2K9,2008,Sports,Take-Two Interactive,0.17,X360,Visual Concepts
I Spy: Castle,2011,Puzzle,Scholastic Inc.,0.17,DS,Gusto Games
Fight Night Round 2,2005,Fighting,Electronic Arts,0.17,GC,EA Sports
Backbreaker,Unknown,Sports,Unknown,0.17,PS3,NaturalMotion
Disney's Atlantis: The Lost Empire,2001,Platform,Sony Computer Entertainment,0.17,PS,Eurocom Entertainment Software
Power Pro Kun Pocket,1999,Sports,Konami Digital Entertainment,0.17,GB,Unknown
The King of Fighters '97,1998,Fighting,SNK,0.17,SAT,Unknown
Tamagotchi no Narikiri Challenge,2010,Action-Adventure,Namco Bandai Games,0.17,DS,Unknown
Madden NFL 17,2016,Sports,Electronic Arts,0.17,X360,EA Sports
Jewel Match,2010,Puzzle,PlayV,0.17,DS,Joindots
Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999,Strategy,Namco Bandai Games,0.17,PS,Unknown
Lost in Blue 3,2007,Action-Adventure,Konami Digital Entertainment,0.17,DS,Matrix Software
Sound Novel Evolution 1: Otogirisou Sosei-Hen,1999,Action-Adventure,ChunSoft,0.17,PS,Unknown
Stormrise,2009,Strategy,Sega,0.17,PS3,Creative Assembly
Psi-Ops: The Mindgate Conspiracy,2004,Shooter,Midway Games,0.17,XB,Midway
X-Men: The Official Game,2006,Action-Adventure,Activision,0.17,X360,"Z-Axis, Ltd."
SWAT: Global Strike Team,2003,Shooter,Vivendi Games,0.17,XB,Argonaut Games
Horrid Henry: Missions of Mischief,2010,Action-Adventure,SouthPeak Games,0.17,DS,Asylum Entertainment
Cabela's Legendary Adventures,2008,Sports,Activision,0.17,PSP,FUN Labs
Pictionary,2010,Puzzle,THQ,0.17,DS,ImaginEngine
Hitman: HD Trilogy,2013,Action-Adventure,Square Enix,0.17,X360,Io Interactive
MX World Tour Featuring Jamie Little,2005,Racing,Play It,0.17,PS2,Impulse Games
Goblin Commander: Unleash the Horde,2003,Strategy,Jaleco,0.17,PS2,Jaleco Entertainment
uDraw Studio: Instant Artist,2011,Other,THQ,0.17,Wii,THQ
Hello Kitty: Happy Party Pals,2005,Other,THQ,0.17,GBA,Unknown
Backyard NFL Football '09,2008,Sports,Atari,0.17,PS2,Unknown
World Destruction League: Thunder Tanks,2000,Action-Adventure,3DO,0.17,PS2,3DO
Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,0.17,PC,Ubisoft Paris
Backyard Baseball '10,2009,Sports,Atari,0.17,PS2,Farsight Studios
Resident Evil Director's Cut: Dual Shock Edition,1997,Action-Adventure,Capcom,0.17,PS,Unknown
Broken Sword: Shadows of the Templars - The Director's Cut,2009,Action-Adventure,Ubisoft,0.17,DS,Unknown
PlayStation Move Heroes,2011,Platform,Sony Computer Entertainment,0.17,PS3,Nihilistic
The King of Fighters '95,1996,Fighting,Sony Computer Entertainment,0.17,PS,Unknown
RoadKill,2003,Action-Adventure,Midway Games,0.17,PS2,Terminal Reality
Hanjuku Eiyuu Tai 3D,2003,Role-Playing,Square Enix,0.17,PS2,Unknown
.hack//G.U. Vol.3//Redemption,2007,Role-Playing,Namco Bandai Games,0.17,PS2,Unknown
Super Robot Taisen Compact 2 Dai-1-Bu,2000,Strategy,Namco Bandai Games,0.17,WS,Unknown
Looney Tunes: Back in Action,2003,Platform,Warner Bros. Interactive Entertainment,0.17,GC,Warthog
Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action-Adventure,THQ,0.17,PS3,THQ
The Chronicles of Narnia: Prince Caspian,2008,Action-Adventure,Disney Interactive Studios,0.17,PS3,Traveller's Tales
Tak: The Great Juju Challenge,2005,Platform,THQ,0.17,GBA,WayForward
Yu-Gi-Oh! Zexal World Duel Carnival,2013,Other,Konami Digital Entertainment,0.17,3DS,Unknown
SingStar Motown,2009,Other,Sony Computer Entertainment,0.17,PS3,Unknown
Macross Ultimate Frontier,2009,Action-Adventure,Namco Bandai Games,0.17,PSP,Unknown
Top Spin 2,2006,Sports,Take-Two Interactive,0.17,X360,Pam Development
Hunter: The Reckoning Redeemer,2003,Action-Adventure,Interplay,0.17,XB,High Voltage Software
Age of Empires III: Complete Collection,2009,Strategy,Microsoft Game Studios,0.17,PC,Microsoft Game Studios
Captain America: Super Soldier,2011,Action-Adventure,Sega,0.17,X360,Next Level Games
Tokyo Xtreme Racer,1999,Racing,Genki,0.17,DC,Unknown
Fighter Maker,1998,Fighting,Agetec,0.17,PS,Unknown
Danganronpa 2: Goodbye Despair,2014,Other,Nippon Ichi Software,0.17,PSV,Spike Chunsoft
Thief: Deadly Shadows,2004,Action-Adventure,Eidos Interactive,0.17,XB,Ion Storm
Monkey Island: Special Edition Collection,2011,Action-Adventure,LucasArts,0.17,PC,Unknown
MotoGP 10/11,2011,Racing,Capcom,0.17,PS3,Monumental Games
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,0.17,PSP,SCEA San Diego Studios
Batman Begins,2005,Action-Adventure,Electronic Arts,0.17,GBA,Vicarious Visions
Mercury Meltdown Revolution,2007,Action-Adventure,Ignition Entertainment,0.17,Wii,Ignition Entertainment
Glover,1999,Platform,Atari,0.17,PS,Unknown
Dragon Ball GT: Game Boy Advance Video Volume 1,2004,Other,N/A,0.17,GBA,Unknown
Country Dance: All Stars,2012,Action-Adventure,GameMill Entertainment,0.17,X360,High Voltage Software
Let's TAP,2008,Other,Sega,0.17,Wii,Prope
James Cameron's Dark Angel,Unknown,Action-Adventure,Universal Interactive,0.17,PS2,Radical Entertainment
Mahjong Fight Club,2004,Other,Konami Digital Entertainment,0.17,PSP,Unknown
Turok 3: Shadow of Oblivion,2000,Shooter,Acclaim Entertainment,0.17,N64,Unknown
Bomberman 64: The Second Attack!,1999,Action-Adventure,Hudson Soft,0.17,N64,Unknown
World Driver Championship,1999,Racing,Midway Games,0.17,N64,Unknown
The Lord of the Rings: Aragorn's Quest,2010,Action-Adventure,Warner Bros. Interactive Entertainment,0.17,PS3,TT Fusion
Spawn: Armageddon,2003,Action-Adventure,Electronic Arts,0.17,XB,Point of View
Project X Zone 2: Brave New World,2015,Role-Playing,Namco Bandai Games,0.17,3DS,Unknown
Codename: Kids Next Door: Game Boy Advance Video Volume 1,2004,Other,N/A,0.17,GBA,Unknown
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,2004,Other,Nintendo,0.17,GBA,Unknown
